,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
28,Jumanji,"B Young",156040,https://open.spotify.com/track/4PzsYXrHh4r2BxtpNjtvoF
29,"Say Something","Justin Timberlake",154824,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
30,"I Fall Apart","Post Malone",153768,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
31,"Love Lies (with Normani)",Khalid,150747,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
32,"The Middle",Zedd,148760,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
33,"Sick Boy","The Chainsmokers",145101,https://open.spotify.com/track/2IKZkwHI5zsZf70STuhvOX
34,"The Greatest Show","Hugh Jackman",144702,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
35,"Him & I (with Halsey)",G-Eazy,144666,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
36,Rapper,"Hardy Caprio",143274,https://open.spotify.com/track/7x2ymBLCedgOoZiPDlZaJH
37,"No Words",Dave,143212,https://open.spotify.com/track/4USHZ3omhEBGjHLD9BIJYs
38,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",139024,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
39,"Let Me Down","Jorja Smith",138355,https://open.spotify.com/track/2tpYmda4mM7XFvpbhOfERH
40,"I Miss You (feat. Julia Michaels)","Clean Bandit",136979,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
41,"Blinded By Your Grace, Pt. 2 (feat. MNEK)",Stormzy,134630,https://open.spotify.com/track/0ihguwGVwKihJ1Nj8fGQlY
42,"Let You Down",NF,134165,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
43,"Bouff Daddy","J Hus",130171,https://open.spotify.com/track/28qdL1yHti3BSu6AdLzWbg
44,"Check (with RAYE)","Kojo Funds",125544,https://open.spotify.com/track/4i8ObH2xPP4DSNniUJlgar
45,"A Million Dreams","Ziv Zaifman",123730,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
46,Anywhere,"Rita Ora",122379,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
47,17,MK,121249,https://open.spotify.com/track/15DwFznkBJir7AK9PyMyRR
48,"Shape of You","Ed Sheeran",118898,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
49,"Bad (feat. Yungen, MoStack, Mr Eazi & Not3s)","Steel Banglez",117420,https://open.spotify.com/track/5vySkXA0v40CDwofIvhc1Y
50,"The Other Side","Hugh Jackman",116469,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr
51,"Never Enough","Loren Allred",113626,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
52,Cigarette,RAYE,105396,https://open.spotify.com/track/1GnfpjuZ1NUjEXSir7F8Hj
53,"She Loves Control","Camila Cabello",98314,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
54,"Bad Vibe",M.O,97689,https://open.spotify.com/track/2aeKv96tpmi1T3ctpAZBqB
55,Silence,Marshmello,96488,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
56,Decline,RAYE,96255,https://open.spotify.com/track/5STWwZgJ5gHzXdOsZ1hTqH
57,"Capital Letters","Hailee Steinfeld",93378,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
58,"Stir Fry",Migos,89831,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
59,Wolves,"Selena Gomez",87089,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
60,"Too Good At Goodbyes","Sam Smith",86896,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
61,"Come Alive","Hugh Jackman",86582,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g
62,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",86088,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
63,Perfect,"Ed Sheeran",85568,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
64,"From Now On","Hugh Jackman",83525,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO
65,"Mr. Brightside","The Killers",83509,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
66,Paradise,"George Ezra",83458,https://open.spotify.com/track/7c71baHwrGDOeIFl1gVO14
67,Unforgettable,"French Montana",81662,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
68,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",81653,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
69,HUMBLE.,"Kendrick Lamar",77876,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
70,"Wavey (feat. Alika)",CLiQ,77608,https://open.spotify.com/track/5KvRFKrsapVHYNzoM7rDUw
71,Congratulations,"Post Malone",77438,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
72,Cola,CamelPhat,75664,https://open.spotify.com/track/1HrMWH5GUdK6Yi94rbANJA
73,"Want You Back","5 Seconds of Summer",75108,https://open.spotify.com/track/2Pvr8rYuh5J8V7QglJhH6W
74,"Supermarket Flowers","Ed Sheeran",74351,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG
75,Rihanna,"Yxng Bane",74124,https://open.spotify.com/track/5kJEUjZUh1xPRUHQc8hEnq
76,"XO Tour Llif3","Lil Uzi Vert",73855,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
77,Naked,"James Arthur",72522,https://open.spotify.com/track/7krbSH3rd8lhIZvuzTV3Bl
78,"What I Wanna",MoStack,72375,https://open.spotify.com/track/7BzBPBF2SDWFCBS5SdIN2e
79,Heaven,"Julia Michaels",72014,https://open.spotify.com/track/4QfNOZN7vrQCQKK1ZJ3XPb
80,Lullaby,Sigala,70427,https://open.spotify.com/track/5xzCzOAOfRi4DOttSzvznR
81,Tightrope,"Michelle Williams",68904,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa
82,"Young Dumb & Broke",Khalid,68735,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
83,"Somebody Special","Nina Nesbitt",68575,https://open.spotify.com/track/16qL4QnsTjnNNoChtGg01j
84,"YRF (feat. Fredo & Not3s)","GRM Daily",66736,https://open.spotify.com/track/5BhRfzO3MokDQVJUKurRTV
85,"X (with 2 Chainz & Saudi)","ScHoolboy Q",66411,https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
86,"I Am","Jorja Smith",65594,https://open.spotify.com/track/0DJBgBiYeSn6n1AXAkFVE8
87,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",65030,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
88,"Finders Keepers",Mabel,64404,https://open.spotify.com/track/6KfNna0zfHtWJJ803hFBWX
89,"Big For Your Boots",Stormzy,63405,https://open.spotify.com/track/3uMB82o0qa7erhiZBW9KQC
90,Thunder,"Imagine Dragons",62657,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
91,Unsigned,"Hardy Caprio",62546,https://open.spotify.com/track/09QDTOldsJkM9ykxdTtAlf
92,"One Dance",Drake,61701,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
93,"44 More",Logic,61489,https://open.spotify.com/track/6iyp6udVpLuq3MCUulZT4h
94,"Symphony (feat. Zara Larsson)","Clean Bandit",61160,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
95,"Leave a Light On","Tom Walker",60643,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
96,"Did You See","J Hus",60195,https://open.spotify.com/track/6DXEZzM4wBa3EOl0NCNSvz
97,"Castle on the Hill","Ed Sheeran",59098,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
98,Believer,"Imagine Dragons",58970,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
99,"Don't Look Back in Anger - Remastered",Oasis,58704,https://open.spotify.com/track/0UvCh63URrLFcPkKt99hHd
100,"Galway Girl","Ed Sheeran",58700,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
101,"A Million Dreams (Reprise)","Austyn Johnson",58482,https://open.spotify.com/track/66y7x28jXOPrcmu3D5Zjh6
102,Personal,HRVY,58414,https://open.spotify.com/track/1UVuZnfWsGvS9TzZTVIkdv
103,Pray,"Sam Smith",57751,https://open.spotify.com/track/7DsX5K72fewVGb47qj7Tbg
104,"Hurtin' Me","Stefflon Don",57671,https://open.spotify.com/track/2VoJe7vkKkigs7C3CGnSXL
105,"Nowadays (feat. Landon Cube)","Lil Skies",57380,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
106,"Be the One","Dua Lipa",57276,https://open.spotify.com/track/7FCfMXYTIiQ9b4hDYs4Iol
107,"Dusk Till Dawn - Radio Edit",ZAYN,57162,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
108,Passionfruit,Drake,56762,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
109,1-800-273-8255,Logic,56636,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
110,"The Ways (with Swae Lee)",Khalid,56549,https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN
111,"Fluorescent Adolescent","Arctic Monkeys",56127,https://open.spotify.com/track/7e8utCy2JlSB8dRHKi49xM
112,"Came Here for Love",Sigala,55920,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
113,Bestie,Yungen,55733,https://open.spotify.com/track/638s8Qi75q1pXjuH86fJX7
114,"Candy Paint","Post Malone",55410,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
115,"BUTTERFLY EFFECT","Travis Scott",55313,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
116,"Cheetah Tongue","The Wombats",55161,https://open.spotify.com/track/0tvLiA6ViI5iUZ4sQXjAdL
117,"Wonderwall - Remastered",Oasis,54873,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
118,"How Long","Charlie Puth",54856,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
119,"Say You Won't Let Go","James Arthur",54474,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
120,Human,"Rag'n'Bone Man",54368,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
121,Aladdin,Not3s,54277,https://open.spotify.com/track/4YB8dpiUb1WSF7t1vOAYE1
122,"She Moves In Her Own Way","The Kooks",53798,https://open.spotify.com/track/5xoUgPXbMNUmoHU0Enwtwq
123,"Man's Not Hot","Big Shaq",53576,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
124,Location,Khalid,53565,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
125,"Nuh Ready Nuh Ready","Calvin Harris",53408,https://open.spotify.com/track/2rYyq0b3XWwmWl0k727OVG
126,"Lonely Together (feat. Rita Ora)",Avicii,53351,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
127,Betrayed,"Lil Xan",52816,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
128,Naive,"The Kooks",52749,https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU
129,"The Weekend - Funk Wav Remix",SZA,52700,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
130,"Game Changer",MIST,52449,https://open.spotify.com/track/4XQsLG3pgqXiGWcevRF1vE
131,Africa,TOTO,51974,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
132,"Go Flex","Post Malone",51588,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
133,"Despacito - Remix","Luis Fonsi",51443,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
134,"Bank Account","21 Savage",51337,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
135,Redbone,"Childish Gambino",51295,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
136,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",51125,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
137,"My My My!","Troye Sivan",50547,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO
138,"Never Enough (Reprise)","Loren Allred",50372,https://open.spotify.com/track/6f8b6mxNNDJdE5tC4MCTxt
139,"Wild Love","James Bay",50216,https://open.spotify.com/track/6JnRLa50GuHzF0ucg9AGMI
140,"Walk It Talk It",Migos,49560,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
141,"Do I Wanna Know?","Arctic Monkeys",49349,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
142,"You've Got The Love","Florence + The Machine",49312,https://open.spotify.com/track/6u9RqxALwkjJ1ukB1y8vuP
143,"Sorry Not Sorry","Demi Lovato",49222,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
144,"Tell Me You Love Me","Demi Lovato",49079,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
145,"Out of My Head (feat. Tove Lo and ALMA)","Charli XCX",48862,https://open.spotify.com/track/2khkbmL11VFqKGMrcGIJB3
146,"Your Song","Rita Ora",48845,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
147,"White Iverson","Post Malone",48626,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
148,"You Make My Dreams","Daryl Hall & John Oates",48569,https://open.spotify.com/track/4o6BgsqLIBViaGVbx5rbRk
149,Spirit,"J Hus",48222,https://open.spotify.com/track/2vKVaAoTG6ag83gW3RHwIn
150,Happier,"Ed Sheeran",48039,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
151,goosebumps,"Travis Scott",47881,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
152,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,47720,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ
153,"Jocelyn Flores",XXXTENTACION,47675,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
154,"Ignition - Remix","R. Kelly",47628,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ
155,MotorSport,Migos,47526,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
156,"What Lovers Do (feat. SZA)","Maroon 5",47517,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
157,"Green Light",Lorde,47478,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5
158,"Big Shot (with Travis Scott)","Kendrick Lamar",47108,https://open.spotify.com/track/5cXg9IQS34FzLVdHhp7hu7
159,"Bartier Cardi (feat. 21 Savage)","Cardi B",47035,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
160,"LOVE. FEAT. ZACARI.","Kendrick Lamar",46993,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
161,Narcos,Migos,46880,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
162,Tropical,SL,46766,https://open.spotify.com/track/3qIxnOusGoTpHvNVMLHscw
163,"Next To Me","Imagine Dragons",46160,https://open.spotify.com/track/7EUfNvyCVxQV3oN5ScA2Lb
164,"Sign of the Times","Harry Styles",46011,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
165,"Something Just Like This","The Chainsmokers",46009,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
166,"Bodak Yellow","Cardi B",45930,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
167,"Chasing Cars","Snow Patrol",45682,https://open.spotify.com/track/11bD1JtSjlIgKgZG2134DZ
168,"Rappin' & Trappin'",Fredo,45627,https://open.spotify.com/track/0DfHpd7c2V31KOEPOlNgQF
169,"What About Us",P!nk,45486,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
170,"Pumped Up Kicks","Foster The People",45364,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
171,Samantha,Dave,44988,https://open.spotify.com/track/4YLzVD32aMH4qgSsSPtNbl
172,"No Limit",G-Eazy,44522,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
173,"Thinking out Loud","Ed Sheeran",43830,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
174,"What You Know","Two Door Cinema Club",43654,https://open.spotify.com/track/6jrMVRReY24qzCfe1BRrww
175,"Reggaetón Lento (Remix)",CNCO,43641,https://open.spotify.com/track/5PB8zB1MOZASboLquvinMF
176,Riptide,"Vance Joy",43265,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
177,"Gucci Gang","Lil Pump",43231,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
178,"Strip That Down","Liam Payne",43054,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
179,"No Don","Lotto Boyzz",43008,https://open.spotify.com/track/77QtEQXWDswYVx1kwxLMU9
180,Anyway,"Tyron Hapi",42930,https://open.spotify.com/track/77ngtwBosDuAwiQu8afOOQ
181,"Push The Feeling (feat. Big Narstie)",Nightcrawlers,42780,https://open.spotify.com/track/6RlHX1oWuPOhPkESDxiKFl
182,Questions,"Chris Brown",42718,https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3
183,"More Than Friends","James Hype",42645,https://open.spotify.com/track/53SnCRcGrB2UCqNGyYZhJD
184,"Ric Flair Drip (& Metro Boomin)",Offset,42518,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
185,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",42453,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
186,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly",42343,https://open.spotify.com/track/0OI7AFifLSoGzpb8bdBLLV
187,Halo,Beyoncé,41877,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
188,Iris,"The Goo Goo Dolls",41755,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
189,"Fisherman (feat. MoStack & MIST)","J Hus",41709,https://open.spotify.com/track/0RIMrAUyLGBF7zAPdvgE73
190,"Wish Me Well (feat. Jessie Ware)",MIST,41704,https://open.spotify.com/track/3xW4CIDbiPGhhBCsAGlGhQ
191,"My Way","One Bit",41550,https://open.spotify.com/track/1g61lRiAj3Nwc8ZGtEum8s
192,Photograph,"Ed Sheeran",41537,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
193,"Bedroom Floor","Liam Payne",41400,https://open.spotify.com/track/1pZdegOXTZ2ftINo3oUuRZ
194,DNA.,"Kendrick Lamar",41228,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
195,"Yo Darlin'",NSG,40814,https://open.spotify.com/track/7Lh7cJzYuo4U5Uq687rLSm
196,"Make Me Feel","Janelle Monáe",40721,https://open.spotify.com/track/79GsUxLyzxgnN4I1E11dtO
197,"Seven Nation Army","The White Stripes",40505,https://open.spotify.com/track/1jNOi6m3Hn8nLEeHCp5Msr
198,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",40241,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
199,"Let It Go","James Bay",40208,https://open.spotify.com/track/13HVjjWUZFaWilh2QUJKsP
200,Attention,"Charlie Puth",40066,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
